lat,lon,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
76.25,-93.75,20.37,18.21,23.04,21.66,21.87,20.01,24.45,31.71,52.59,55.86,38.28,29.52
76.25,-90,19.65,17.13,21.6,21.39,20.43,20.07,21.84,31.29,55.41,58.17,38.88,29.22
76.25,-86.25,20.7,17.97,22.14,23.4,21.48,22.38,22.32,34.56,62.46,62.55,41.25,30.81
76.25,-82.5,21.18,18.72,22.35,24.78,22.65,25.59,23.22,35.37,67.89,65.13,42.3,31.83
76.25,-78.75,19.44,17.55,21.09,23.4,24.03,30.18,28.59,33.6,66.75,62.31,38.94,29.49
76.25,-75,18.3,16.26,19.56,21.78,25.08,34.47,34.59,32.43,63.72,59.55,36.48,27.63
76.25,-71.25,18.69,16.11,18.9,21.54,27.63,39.03,40.71,35.1,62.25,59.1,36.36,27.63
76.25,-67.5,20.28,16.83,19.95,22.59,30.93,42.15,45.36,40.5,63.21,60.42,38.25,28.92
76.25,-63.75,21.81,17.49,20.91,23.67,32.64,43.95,47.16,45.48,64.71,62.64,40.56,29.76
76.25,-60,22.38,17.64,20.82,24.36,31.47,42.63,45,48,64.11,63.3,41.73,28.89
76.25,-56.25,22.56,17.94,20.52,24.45,29.94,42.42,44.16,51.66,63.72,63.03,42.39,27.24
76.25,-52.5,21.51,17.64,19.17,23.49,28.44,45.12,46.23,53.76,61.89,59.43,40.74,25.11
76.25,-48.75,21.36,18.09,18.96,24.15,28.71,49.74,51.24,57.96,62.73,57.39,40.08,24.93
76.25,-45,22.44,19.17,20.04,25.17,28.35,45.57,50.79,58.95,66.93,58.74,41.25,26.4
76.25,-41.25,29.13,23.01,23.31,28.83,31.62,40.26,54.15,68.07,76.8,69.75,54.06,38.34
76.25,-33.75,19.77,17.16,18.57,24.63,33.84,45.54,65.58,67.02,70.35,64.95,46.62,33.03
76.25,-30,28.95,28.35,33.48,45.57,70.41,119.64,155.61,121.59,114.12,87.78,57.96,39.81
76.25,-26.25,18.78,16.11,19.38,27.63,52.77,87.36,114.69,81.87,77.79,58.29,34.83,25.17
76.25,-22.5,27.96,21.78,26.31,33.54,60.84,91.47,122.7,93.18,95.85,75.69,47.64,36.45
76.25,-18.75,31.98,24.36,29.64,35.28,65.91,96.36,124.53,97.35,99.81,76.74,44.94,36.03
76.25,-15,38.31,28.86,34.26,38.64,66.6,94.05,116.31,100.41,102.54,82.41,47.34,40.56
76.25,-11.25,33.21,23.55,28.08,29.34,50.37,70.74,82.59,78.75,79.05,68.61,37.74,34.32
76.25,-7.5,34.11,24.69,29.64,30.27,46.71,67.8,76.74,80.82,76.08,72.03,40.23,36.24
76.25,-3.75,38.55,29.22,34.77,36.27,48.48,71.7,82.44,94.35,82.89,83.7,48.57,43.29
73.75,0,42.72,35.73,41.7,39.84,54.51,83.22,109.35,109.02,88.89,92.46,51.06,43.05
73.75,3.75,34.56,29.25,33.18,28.65,43.26,64.71,91.35,85.92,72.48,71.94,38.13,34.11
73.75,7.5,64.56,58.08,62.55,56.04,59.46,74.55,109.56,117.93,116.19,111.21,67.98,65.58
73.75,11.25,48.3,42.81,43.41,35.79,43.23,47.46,69.63,83.07,83.37,79.17,47.43,48.96
73.75,15,57.54,52.83,51.18,40.23,44.1,49.74,69.81,86.04,88.95,87.3,56.91,57.54
73.75,41.25,39.96,35.07,33.3,32.7,35.37,30.78,31.95,64.05,72,64.29,51.33,39.15
73.75,45,51.03,41.91,42.18,41.61,44.19,41.19,48.12,79.74,88.2,76.5,66.75,52.23
73.75,48.75,45.99,36.24,38.61,37.41,38.79,32.28,37.32,62.58,80.52,65.43,58.26,47.37
73.75,52.5,46.86,37.2,39.63,41.55,40.89,32.58,37.38,59.94,83.82,69.69,59.64,49.08
73.75,63.75,32.28,33.63,31.08,40.26,45.6,47.82,60.57,73.08,77.76,66.27,58.23,40.86
73.75,67.5,32.91,35.67,32.67,42.6,53.64,70.41,87.42,86.4,82.95,71.79,63.42,43.62
73.75,71.25,36.87,36.87,34.11,44.34,56.67,72.42,91.08,89.55,89.19,75.99,67.95,48
73.75,75,38.37,34.26,34.11,46.38,64.2,87.42,105.03,99.6,97.65,80.64,70.11,48.78
73.75,78.75,35.55,28.05,29.61,41.85,59.64,78.57,92.64,90.69,94.86,73.5,62.46,43.62
73.75,82.5,32.94,24.06,26.85,39.51,55.02,72.48,78.42,80.61,90.69,69.33,57.63,40.44
73.75,86.25,34.32,24.96,28.08,42.42,54.33,66.66,72.96,78.45,93.15,72.42,59.88,42.6
73.75,90,31.95,21.93,22.59,36.06,44.19,45.09,48.78,58.23,82.26,65.85,53.97,40.53
73.75,93.75,35.04,24.24,22.11,36.27,44.97,42.87,48.48,59.52,79.71,67.5,55.26,42.93
73.75,97.5,33.36,23.19,20.43,33.18,42.99,41.31,46.83,61.56,71.13,63.57,53.25,44.37
73.75,101.25,25.68,19.47,21.06,31.35,44.85,52.77,64.41,80.04,66.48,59.88,47.91,38.82
73.75,105,21.93,17.49,20.1,27.3,42.12,56.28,63.81,86.49,62.22,58.98,45.57,35.55
73.75,108.75,21.24,17.94,19.68,25.32,36.42,50.73,56.85,86.46,61.2,59.43,44.19,33.81
73.75,112.5,24.27,20.55,20.13,25.35,31.65,44.22,48.24,87.15,62.49,61.02,45.63,35.22
73.75,116.25,26.76,21.51,18,24.03,30.48,39.12,37.35,76.05,63.42,60.63,45.69,36.93
73.75,120,25.14,21.24,18.12,24.93,36.03,46.56,43.8,85.44,66.24,59.43,45,36.42
73.75,123.75,21.51,21.69,18.3,26.22,43.02,75.12,63.87,97.53,67.11,52.56,39.39,32.46
73.75,127.5,22.35,22.71,19.53,26.25,42.27,80.4,67.35,94.5,71.79,53.16,38.82,32.4
73.75,131.25,25.17,24.63,21.66,27.06,41.67,82.95,65.97,94.53,76.11,54.75,40.26,34.26
73.75,135,26.1,24.84,21.93,26.82,40.02,82.44,60.6,91.26,74.85,50.49,37.14,32.43
73.75,138.75,25.83,24.06,21.24,25.62,40.29,77.16,55.77,85.44,70.5,46.32,33,29.52
73.75,142.5,28.05,25.77,22.74,27.87,40.44,67.83,53.22,86.49,70.56,49.35,35.73,31.92
