"","lat","lon","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"1915","900.00 2","925",23.1,27,27,18,25.8,81.6001,67.1001,77.6,95.4,33.9,34.5,21.3
"1916","975.00 2","925",22.8,27.3,28.2,28.5,41.1,86.4001,18.8001,15.8,64.8,25.2,40.2,21
"1917","1050","2925",12.9,20.1,23.4,37.2,50.1,84.9,83.1,73.8,33.9,14.4,28.8,14.4
"1918","1125","2925",30.6,46.2,60.6,84.9,93.9,97.5,88.2,75.3,47.4,36,51.6,34.2
"1919","1200","2925",13.8,15,25.5,39.3,31.2,25.2,27.9,20.1,7.2,11.1,17.1,17.7
"1920","1275","2925",3.9,3.3,7.5,12.3,10.5,14.4,16.5,8.4,3.3,3.6,6,5.7
"1921","1350","2925",3.3,3.9,7.5,12.9,10.2,18.3,21.3,10.8,5.4,4.5,6.9,4.5
"1922","1425","2925",12.6,20.1,30.6,35.7,48.9,107.7,90.3,49.8,27,21.6,17.7,13.5
"1923","1500","2925",23.7,30.9,49.8,66,77.1,149.7,135.3,89.1,55.5,46.8,33.3,27
"1924","1575","2925",34.8,40.8,56.7,76.8,93.3,157.2,162.9,117.9,83.7,64.2,43.5,36
"1925","1650","2925",34.5,40.2,51.9,63.3,89.4,140.1,159.6,112.5,87,59.4,45,34.8
"1926","1725","2925",31.2,33.9,37.2,36.9,52.2,85.5,86.4,64.2,54.6,43.2,38.1,31.5
"1927","1800","2925",25.5,27.9,28.5,31.8,42.3,61.2,61.2,46.2,38.7,37.5,30.3,26.1
"1928","1875","2925",21.6,25.2,26.4,33.9,43.8,59.7,60.9,48,39.3,40.5,28.8,24
"1929","1950","2925",16.8,20.1,22.8,34.5,42.9,69.3,66,57,40.5,39,24,18.6
"1930","2025","2925",14.1,15.6,19.5,31.8,39.9,74.4,70.8,58.5,39.9,36,20.4,14.7
"1931","2100","2925",12.9,14.1,18.6,29.7,39,86.4,84.9,70.2,42.6,34.8,20.4,13.2
"1932","2175","2925",9.9,11.1,13.8,21.3,30,68.4,67.8,58.5,33.6,27,16.8,10.8
"1933","2250","2925",7.8,8.4,10.8,21,34.5,84.3,79.2,64.8,38.1,24.3,13.8,8.7
"1934","2325","2925",6.9,7.5,9,15.3,24.9,48.6,55.5,49.5,38.4,24,15,8.7
"1935","2400","2925",7.2,7.2,9,13.8,24.9,24.9,34.2,44.4,39.6,27,17.4,9.6
"1936","-2700","3037.5",0,0,0,0,0,0,0,0,0,0,0,0
"1937","-2625","3037.5",3.3,3.6,3.3,2.7,3.3,2.4,2.1,1.2,1.2,1.8,2.4,4.2
"1938","-2550","3037.5",3.9,3.6,3,2.1,2.4,1.8,1.8,1.5,1.5,2.1,2.4,3.9
"1939","-2475","3037.5",2.7,2.7,2.4,1.8,1.8,1.5,1.5,1.2,1.5,1.5,2.1,2.7
"1940","-2400","3037.5",3.3,3,2.7,2.4,2.1,2.1,1.8,2.1,1.8,2.1,2.4,3
"1941","-2325","3037.5",6,4.2,3.6,3.6,3.6,3.9,5.1,4.8,4.2,3.9,3.6,5.1
"1942","-2250","3037.5",7.5,6.6,6.6,6.3,6.9,7.2,9.3,10.2,8.1,6.6,6,6.6
"1943","-2175","3037.5",7.2,7.5,8.1,8.4,8.1,9.3,11.4,13.2,10.5,8.4,6.3,6
"1944","-2100","3037.5",10.5,15.9,18.6,18,15.3,15.9,17.1,20.7,18,15.3,12.9,10.2
"1945","-2025","3037.5",23.1,37.2,45.9,50.1,38.1,41.4,44.7,54,50.1,45,37.2,27.9
"1946","225.00 3","37.5",27.6,34.8001,3.2001,46.4,88.2,69.9001,89.6002,26.2002,36.4002,55.6001,2,55.5
"1947","300.00 3","37.5",14.7,17.7,68.7,94.8,71.1,72.9002,46.6002,74.5002,21.7001,74.9,49.2,21.6
"1948","375.00 3","37.5",7.5,10.8,42.6,79.2,65.7,99.0003,0.3003,20.4002,58.3001,38.9,21.9,8.1
"1949","450.00 3","37.5",3.3,3.9,14.4,45.9,60.6001,49.4003,89.4004,46.7003,27.3,99.3,6.6,3
"1950","525.00 3","37.5",4.2,3.3,6.9,27.6,48.3001,66.5004,14.3004,84.5002,89.5,81.9,6.6,3.3
"1951","600.00 3","37.5",19.5,6.6,7.2,23.4,37.5001,25.4003,5.4003,6.6002,31.9,96,12,7.8
"1952","675.00 3","37.5",28.5,22.8,23.4,27.9,36.0001,10.7002,2.5001,90.8001,73.7,90,20.4,19.8
"1953","750.00 3","37.5",25.5,27.6,36.6,29.7,46.8001,38.3002,5.8001,78.8001,48.5,66.6,26.7,21.3
"1954","825.00 3","37.5",25.2,31.8,41.7,34.5,54.6001,44.3002,16.6002,16.0001,59.3,63.6,27,19.5
"1955","900.00 3","37.5",26.4,33.9,41.1,36.6,67.8001,52.1002,8.5002,8.8001,41.9,51.3,28.8,20.7
"1956","975.00 3","37.5",30.6,34.5,37.8,47.7,83.4001,68.3002,3.7001,79.4001,23,44.1,32.7,24.3
"1957","1050","3037.5",23.1,30,33.6,62.1,99,154.2,158.7,128.7,89.4,33.6,29.7,22.2
"1958","1125","3037.5",20.7,31.5,43.5,76.5,86.1,90.3,102.9,88.8,62.1,31.5,33,21.6
"1959","1200","3037.5",8.4,9,17.7,25.8,21.3,18.9,30.9,29.7,9.9,7.5,11.4,10.5
"1960","1275","3037.5",4.5,3.9,8.1,13.5,11.1,18.6,28.2,18,6.3,4.2,6.6,6.3
"1961","1350","3037.5",2.7,3,7.5,14.1,12.3,32.4,38.1,22.8,9.9,4.5,6.6,3.3
"1962","1425","3037.5",3.6,5.7,11.7,21.3,40.8,105.9,90.9,59.1,23.7,10.2,6.6,3.6
"1963","1500","3037.5",6,9,15,24.9,51.6,118.2,105,78,36.3,16.5,7.5,6
"1964","1575","3037.5",12,17.1,28.2,32.1,60.6,121.5,120,96.9,54.9,27,13.5,11.7
"1965","1650","3037.5",18,23.1,29.1,26.1,53.1,102,123.9,91.8,58.8,30.6,21,18.6
"1966","1725","3037.5",20.4,21.9,24.6,24,39.9,69.9,83.7,59.7,42.6,32.7,25.2,21.6
"1967","1800","3037.5",21,23.1,25.5,28.2,36.3,55.8,60,47.4,34.8,34.5,26.7,21.9
"1968","1875","3037.5",17.4,20.1,22.8,30.6,36,56.4,61.5,46.2,33.9,33.6,24,18.9
"1969","1950","3037.5",15.9,18.3,21.9,33.3,37.5,67.5,67.2,54.3,38.7,37.2,24.3,17.4
"1970","2025","3037.5",13.8,15.6,19.2,30.9,37.8,78.6,77.4,59.4,40.2,34.8,21.3,14.4
"1971","2100","3037.5",11.1,12.9,16.8,27.9,39,91.8,90.6,68.4,42.9,32.4,19.2,12
"1972","2175","3037.5",8.7,9.6,11.7,18.3,27,65.4,66,52.5,32.1,24,15,9.3
"1973","2250","3037.5",7.5,8.7,10.8,20.4,32.1,78,80.4,65.7,40.2,24.9,13.8,8.7
"1974","2325","3037.5",7.8,8.4,10.2,17.7,31.8,50.7,61.2,59.7,48.3,30,18.6,9.9
"1975","-2700","3150",0,0,0,0,0,0,0,0,0,0,0,0
"1976","-2625","3150",3.3,3.9,3.3,2.7,3.3,2.4,2.1,1.2,1.2,1.8,2.7,3.9
"1977","-2550","3150",3.9,3.6,3,2.1,2.4,1.8,1.8,1.5,1.5,2.1,2.7,3.9
"1978","-2475","3150",2.7,2.7,2.7,2.1,2.1,1.8,1.5,1.5,1.5,1.5,2.1,2.7
"1979","-2400","3150",3,2.7,2.1,2.1,2.1,1.8,1.8,2.1,2.1,1.8,2.1,2.7
"1980","-2325","3150",6,4.5,3.6,3.6,3.6,4.2,4.8,4.8,4.2,3.9,3.9,4.8
"1981","-2250","3150",7.2,6.3,6.6,6,6.9,7.5,9.6,10.2,7.5,6.6,5.4,6
"1982","-2175","3150",6,6.9,8.1,7.8,7.8,8.7,10.5,11.7,9.6,7.5,5.4,5.1
"1983","-2100","3150",10.8,16.2,20.7,19.5,17.1,17.4,18.6,20.7,18,15.6,12,9.9
"1984","-2025","3150",23.4,36.6,46.5,49.5,39.9,45.3,52.2,59.1,52.8,45.6,34.5,27.3
"1985","-75.00 3","150.00  2",38.8002,46.9002,38.2001,86.9001,53.0001,42.5,96.6,82.2,95.4001,57.8002,49.3003,10.2
"1986","0.00 3","150.00  1",59.6001,60.2002,23.8001,60.2001,2.0001,13.7001,9.5001,22.1001,66.2002,69.1003,29.4002,69.4
"1987","75.00 3","150",85.5,84.0001,88.1001,86.3,81.9001,0.2001,72.8002,18.7002,77.2003,42.9002,63.4001,73.1
"1988","150.00 3","150",55.5,37.5001,17.0001,81.5,77.4,40.5,97.2001,38.0001,98.3003,3.0001,51.2001,0.5
"1989","225.00 3","150",23.1,12.6,56.7001,8,50.7,9.3,7.5,20.7,81.0001,54.2,50.4,33.6
"1990","300.00 3","150",13.8,15,70.5001,25.1,69.6,14.4,10.5,24.6001,14.9001,54.5,34.5,19.5
"1991","375.00 3","150",4.2,6.3,33.9,67.8,51.9,12.3,10.8,20.1001,6.2,74.1,11.7,6.9
"1992","450.00 3","150",3.3,4.5,21.6,45,45,16.8,22.8,28.8001,2.6,40.2,4.2,3.6
"1993","525.00 3","150",12.3,11.4,19.2,49.8,69.3,73.2001,10.1001,31.1001,84.8,67.8,9,9
"1994","600.00 3","150",27.3,23.7,21.6,46.8,80.4001,20.0001,36.8001,45.2002,5.5,94.8,17.7,13.2
"1995","675.00 3","150",23.1,15.9,12.6,17.1,50.1001,17.9001,81.2001,87.2001,80.3,74.1,13.8,12.9
"1996","750.00 3","150",28.2,27.3,28.5,22.2,75.0001,76.7002,36.7002,22.3001,61.1,73.8,18.3,20.1
"1997","825.00 3","150",30.9,35.1,46.2,42.9001,11.0002,21.4002,44.8002,43.0001,70.7,93,31.2,25.2
"1998","900.00 3","150",26.4,31.5,40.5,53.7001,31.7002,17.2001,95.6001,98.9001,54.2,87.6,37.8,22.8
"1999","975.00 3","150",20.7,26.7,43.8,78.6001,50.6002,22.0001,89.9001,78.2001,52.7001,3.8,45.9,21
"2000","1050","3150",14.7,20.1,39.3,81.6,136.5,189,194.1,164.1,142.8,73.2,38.1,16.2
"2001","1125","3150",8.7,13.8,30,66,76.8,89.7,125.7,108,89.4,41.7,24.9,10.5
"2002","1200","3150",6,6.6,15,21.9,22.5,23.4,41.4,36.6,19.2,8.7,9.9,6.9
"2003","1275","3150",5.7,5.4,9.3,15.3,14.4,26.7,41.1,32.4,12.9,5.1,7.2,6.6
"2004","1350","3150",3.3,3.6,7.2,14.7,17.4,50.1,50.7,37.8,15.3,5.1,6,3.3
"2005","1425","3150",5.4,8.1,15.3,23.7,44.7,102.6,92.4,70.2,31.2,12,7.5,5.1
"2006","1500","3150",11.1,16.2,26.1,33,63.3,124.5,126.3,103.8,51.6,21.9,12.3,10.8
"2007","1575","3150",18,24.9,36.9,38.1,66.9,125.4,147.9,123.3,68.1,34.2,21.6,18.9
"2008","1650","3150",23.4,28.5,34.8,31.2,51.6,86.1,113.1,89.4,55.2,38.7,30,25.8
"2009","1725","3150",29.1,30.9,34.8,33.3,43.5,73.2,87.9,68.4,48,46.8,37.5,30.3
"2010","1800","3150",21.9,23.7,27.6,31.2,36.6,57.3,67.5,49.8,37.5,37.8,29.7,22.2
"2011","1875","3150",15,17.1,20.1,28.5,32.1,51.9,60,45.6,30.9,29.7,21.3,15.3
"2012","1950","3150",13.8,15.9,19.5,29.7,33.6,66.6,66.9,53.7,36,32.1,21,14.4
"2013","2025","3150",12,13.8,17.4,27,34.2,76.8,80.4,57.6,39,31.2,19.2,12.6
"2014","2100","3150",9.6,11.4,14.7,25.5,36.9,90.3,88.8,65.7,42.9,29.4,17.7,10.5
"2015","2175","3150",7.8,8.4,10.5,16.5,25.8,61.5,66,49.2,31.2,22.5,14.1,8.4
"2016","2250","3150",7.5,8.4,10.2,18.9,29.7,70.2,78.9,63.9,39.9,24.3,13.5,8.4
"2017","2325","3150",8.4,9,10.8,18.9,35.1,52.8,67.2,66.3,53.4,32.4,19.5,10.2
"2018","-2700","3262.5",0,0,0,0,0,0,0,0,0,0,0,0
"2019","-2625","3262.5",3.3,3.9,3.3,3,3.3,2.4,2.1,1.2,1.2,1.8,2.7,3.9
"2020","-2550","3262.5",4.2,3.9,3.3,2.4,2.4,1.8,1.8,1.5,1.8,2.1,2.7,4.2
"2021","-2475","3262.5",3,3.3,3,2.4,2.4,1.8,1.8,1.5,1.5,1.8,2.1,3
"2022","-2400","3262.5",3,2.4,1.8,1.8,1.8,1.8,1.8,2.1,2.1,1.8,1.8,3
"2023","-2325","3262.5",6,4.8,3.6,3.3,3.3,3.9,4.5,4.8,3.9,3.9,3.9,5.1
"2024","-2250","3262.5",6.9,5.4,6,5.7,6.3,7.2,9.3,9.6,7.2,6.6,5.1,5.4
"2025","-2175","3262.5",6,6.9,8.4,7.8,7.8,9,10.5,11.1,9,7.5,5.4,4.8
"2026","-2100","3262.5",10.8,15.6,19.8,18.9,18,18.3,19.2,20.4,17.4,15.6,10.8,9.6
"2027","-2025","3262.5",24,34.5,47.1,49.2,43.5,49.2,59.1,63,53.4,46.2,31.8,26.1
"2028","-75.00 3","262.50  2",65.2002,65.5002,90.4002,66.4002,20.8001,99.8001,40.1001,7.7,89.1001,22.4001,74.6002,87.4
"2029","0.00 3","262.50  2",17.8001,68.6002,58.0002,52.6001,60.2001,23.6,90.6,88.8001,10.7002,8.2003,7.2003,5.7
"2030","300.00 3","262.5",21,6.3,34.5001,47.3001,40.4,48.3,47.7,85.5001,96.2001,40.7,38.1,26.7
"2031","375.00 3","262.5",21.3,10.5,49.2001,39.2001,50.3,67.8,65.7001,17.3002,48.1001,14.3,43.5,30.6
"2032","450.00 3","262.5",18,14.1,43.5,95.1001,20,71.4,67.2001,20.6002,28.9,77.4,31.5,28.2
"2033","525.00 3","262.5",23.4,22.5,33.6,59.4,81.9,67.8,55.2,85.8001,65.6,59.7,21.3,24
"2034","600.00 3","262.5",38.1,45,59.1,93.0001,40.1001,58.1001,71.6002,9.7001,98,80.7,30.9,32.7
"2035","675.00 3","262.5",39.3,47.7,69.3001,20.3002,6.7003,11.7004,22.1003,66.6001,79.7,80.1,34.5,30
"2036","750.00 3","262.5",46.8,54,60.0001,3.2001,97.4002,92.8003,57.3002,62.8001,33.5,77.7,42.3,34.8
"2037","825.00 3","262.5",55.5,68.7,80.1001,27.2002,27.1002,68.8002,61.6002,3.1001,49.1001,11,71.1,49.2
"2038","900.00 3","262.5",40.5,52.8,76.5001,20.9002,2.2002,31.6001,90.2001,68.6001,35.9001,13.4,75,42.9
"2039","975.00 3","262.5",23.4,38.4,73.2001,20.0001,86.3002,23.5001,88.4001,69.2001,41.9001,30.8,77.4,32.7
"2040","1050","3262.5",10.8,21.6,52.2,93.9,144.3,197.1,197.1,167.1,144.3,111.9,62.1,17.4
"2041","1125","3262.5",4.2,10.2,27.3,56.4,79.5,124.8,155.1,124.8,107.4,63,35.4,7.8
"2042","1200","3262.5",4.2,5.7,16.8,29.1,36.6,57.6,86.4,69.6,46.5,19.5,16.2,6.3
"2043","1275","3262.5",5.4,6,11.4,19.2,24.3,49.2,69.9,56.4,27.3,8.4,9.3,6
"2044","1350","3262.5",5.4,6.3,11.7,21.6,31.2,79.5,94.8,76.8,30.9,10.2,7.8,5.1
"2045","1425","3262.5",9,13.8,22.2,31.2,56.4,129.6,134.7,106.5,50.4,17.7,10.5,8.7
"2046","1500","3262.5",15.3,22.5,38.7,42.6,79.5,145.5,159.9,132.3,74.1,32.1,18.9,16.5
"2047","1575","3262.5",16.5,22.8,35.1,36.9,60.3,94.8,117.9,105.9,61.8,33,23.1,18
"2048","1650","3262.5",30,36,49.8,64.2,75.3,116.7,152.7,132.6,86.1,67.2,44.4,32.1
"2049","1725","3262.5",31.2,34.5,43.5,55.2,54.3,83.7,97.8,78.9,60.6,59.4,42.9,30.3
"2050","1800","3262.5",21.3,23.1,27.3,33.9,38.7,58.5,68.4,50.7,37.8,38.7,29.4,21
"2051","1875","3262.5",15.6,17.7,21.3,29.7,33.9,57.3,64.8,47.7,31.5,31.2,23.7,16.2
"2052","1950","3262.5",10.8,12.9,15.6,23.7,31.8,58.8,63.3,48.3,32.4,26.4,16.8,11.1
"2053","2025","3262.5",9.3,11.1,13.8,21.3,31.2,66.9,74.4,53.4,36.3,25.8,15,9.6
"2054","2100","3262.5",8.4,9.9,12,20.7,33.6,77.7,85.2,59.4,40.2,24.9,15,9.3
"2055","2175","3262.5",9.3,9.9,12.3,19.8,32.4,70.5,81.9,61.2,40.2,27.6,16.5,10.2
"2056","2250","3262.5",6,6.6,7.8,14.1,23.1,51,63.6,51.6,32.7,18.6,11.1,6.6
"2057","2325","3262.5",5.1,5.7,6.3,10.8,20.1,33,42.9,43.5,33,18.6,11.1,5.7
"2058","-2700","3375",0,0,0,0,0,0,0,0,0,0,0,0
"2059","-2625","3375",3,3.9,3.6,3,3.3,2.4,2.1,1.2,1.2,1.8,2.7,3.9
"2060","-2550","3375",4.5,4.5,3.6,2.7,2.7,1.8,1.8,1.5,1.8,2.4,3,4.5
"2061","-2475","3375",3.3,3.6,3.6,2.7,2.7,2.1,1.8,1.5,1.5,1.8,2.4,3.3
"2062","-2400","3375",3,2.4,1.8,1.5,1.8,1.8,2.1,2.4,2.1,1.8,1.8,3
"2063","-2325","3375",5.7,4.2,3,2.7,3,3.6,3.9,4.5,3.9,3.3,3.9,4.8
"2064","-2250","3375",6.3,4.8,5.1,5.4,5.7,6.9,8.4,8.7,6.6,6,4.5,4.8
"2065","-2175","3375",5.4,6,7.5,7.2,7.5,9,10.2,10.2,8.4,6.9,4.8,4.5
"2066","-2100","3375",11.7,14.4,18,17.4,18.6,19.2,21.3,21.9,17.7,15.3,10.5,10.2
"2067","-2025","3375",25.5,33.9,50.4,52.5,50.7,54.9,66.6,67.5,54,48.3,30.6,26.1
"2068","-900","3375",34.5,37.5,34.8,30.6,19.8,12.3,13.8,13.2,9.9,6.9,11.7,20.7
"2069","-825","3375",37.5,40.2,42.9,38.1,27.3,9.3,9.3,7.8,3,0.9,1.2,6
"2070","0.00 3","375.00  1",87.8001,63.5002,84.4003,13.8002,37.0001,70.4001,29.9001,18.5001,19.7001,69.5002,52.3002,79
"2071","75.00 3","375.00  2",1.6001,1.7001,59.3002,30.7001,80,94.2,59.4,80.7001,41.0002,87.4002,89.5002,50.5
"2072","675.00 3","375",65.7,91.5001,35.0001,81.2002,17.2002,78.1003,49.2003,11.4001,31.4,62.1,54,59.1
"2073","750.00 3","375",74.7001,16.1001,77.6002,67.3003,5.1003,70.5003,78.6002,48.7001,7.1,59.7,63.9,65.4
"2074","825.00 3","375",66.3,95.1001,35.6002,23.5002,62.8002,77.2002,34.6001,38.9,86.7,64.8,73.5,63.3
"2075","900.00 3","375",50.7,78.6001,24.2001,97.7002,43.6002,19.0001,86.9001,19.4,92.7001,3.5,97.5,59.1
"2076","975.00 3","375",27.6,49.8,99.0001,49.1001,76.7001,74.3001,64.1001,15.2,97.2001,17.6,90,36.3
"2077","1050","3375",13.5,28.5,68.4,105.9,120.6,153.9,179.1,134.1,106.8,115.2,79.5,20.7
"2078","1125","3375",6,15,48.6,78.3,93.9,164.7,224.7,175.8,124.2,96.3,64.2,11.4
"2079","1200","3375",4.2,7.5,27,42,58.2,127.5,169.5,146.4,84.3,37.8,30.6,6.6
"2080","1275","3375",6.3,7.2,18,30.9,49.5,98.1,125.7,106.5,57.9,18.3,15,6.9
"2081","1350","3375",7.8,10.2,18.6,31.2,57.3,115.8,131.7,112.5,56.7,18,10.8,6.9
"2082","1425","3375",8.1,12.9,22.2,33,66,143.1,141,120.9,67.2,22.2,9.6,7.8
"2083","1500","3375",5.4,9.6,18.9,24.9,59.1,112.2,121.5,104.4,59.7,21,8.4,6.3
"2084","1575","3375",6,10.8,21.6,28.8,67.2,116.7,139.8,139.5,76.5,28.8,13.2,7.8
"2085","1650","3375",10.8,15.9,28.5,47.7,70.2,112.2,139.2,129.3,81,42.9,21.6,12.3
"2086","1725","3375",20.4,24.6,36.9,57.3,69,102,121.2,103.8,73.2,54.9,33.6,20.4
"2087","1800","3375",19.5,22.5,30.6,43.2,48.6,69.6,82.5,64.5,48.9,45.9,30.9,20.1
"2088","1875","3375",13.2,15,18.9,27,35.1,63.3,69,49.8,32.1,28.5,21.3,14.4
"2089","1950","3375",9,10.8,13.5,21,29.7,52.8,61.2,42.3,29.1,22.8,14.7,9.6
"2090","2025","3375",7.2,8.7,11.1,19.2,28.2,59.1,68.4,47.7,33.3,21.3,12.6,8.1
"2091","2100","3375",7.5,8.7,10.5,18.9,30.3,66.6,81.3,52.5,36.9,22.2,12.9,8.4
"2092","2175","3375",7.5,8.1,9.6,15.9,27,57,72,51.9,33.6,20.7,12.3,7.8
"2093","2250","3375",7.2,7.8,9.3,15.3,23.7,46.2,65.1,53.1,37.5,20.7,12.3,7.5
"2094","2325","3375",6.3,7.2,8.1,13.2,21.6,29.4,40.5,47.7,38.7,23.4,13.8,7.2
"2095","-2700","3487.5",0,0,0,0,0,0,0,0,0,0,0,0
"2096","-2625","3487.5",3,3.9,3.6,3,3.3,2.4,2.1,1.2,1.2,1.8,2.7,3.6
"2097","-2550","3487.5",4.8,5.1,4.2,3,3,2.1,2.1,1.5,1.8,2.4,3.3,4.8
"2098","-2475","3487.5",3.9,4.2,4.2,3,3,2.4,2.1,1.5,1.5,2.1,2.7,3.6
"2099","-2400","3487.5",3.6,3,2.1,1.8,2.1,2.1,2.4,2.4,2.1,1.8,2.1,3.6
"2100","-2325","3487.5",4.5,3.3,2.4,2.4,2.7,3,3.3,3.9,3.3,2.7,3.3,3.9
"2101","-2250","3487.5",7.2,5.4,5.1,5.4,5.7,6.6,7.8,8.4,6.6,5.4,5.1,5.7
"2102","-2175","3487.5",6.9,6.3,7.5,7.5,8.1,9.6,11.1,11.1,9,7.2,5.4,5.7
"2103","-2100","3487.5",11.7,14.1,17.1,17.1,18.3,19.5,22.5,22.8,18,14.4,10.5,10.2
"2104","-2025","3487.5",27.9,35.1,54.3,57,58.5,60.3,75.3,73.8,56.7,50.4,29.7,27
"2105","-1125","3487.5",11.4,15.3,17.7,18.9,31.8,48.6,80.1,71.4,52.8,31.8,14.7,10.5
"2106","-1050","3487.5",30,35.4,29.1,24.9,22.8,32.4,57.6,55.5,34.8,18.9,12.3,16.8
"2107","-975","3487.5",47.7,55.5,51,37.2,18.3,17.7,29.4,28.8,17.1,10.5,12.3,20.1
"2108","-900","3487.5",58.2,54.6,61.8,41.7,14.1,7.2,10.5,9,5.7,4.5,11.4,18.6
"2109","-825","3487.5",99.6,99,102,63,22.8,5.7,6.9,7.2,3.9,3.3,10.5,29.7
"2110","-750","3487.5",85.8,105.6,106.2,62.7,18.3,6,4.2,5.7,2.1,1.2,5.1,22.5
"2111","0.00 3","487.50  1",54.8001,26.6002,15.7002,65.5002,29.5002,2.2001,77.6001,56.6001,25.7001,35.6001,96.2002,36.7
"2112","75.00 3","487.50  2",24.4001,51.8001,92.0002,19.6001,50.9,67.2,22.5,30.3,50.1001,47.3002,11.5002,24.1
"2113","750.00 3","487.5",93.6001,44.6002,48.4003,42.6003,21.3003,39.9003,41.7002,30.4001,11,52.2,65.4,84.6
"2114","825.00 3","487.50  1",5.9001,60.8002,58.6004,4.4003,73.5003,49.8003,19.5002,9.1001,23.3,92.1001,20.0001,13.4
"2115","900.00 3","487.5",53.7,92.4001,53.6002,40.6002,17.2001,78.5001,7.7,54.6,45.3,64.2,90,61.5
"2116","975.00 3","487.5",39.3,73.8001,35.0001,91.4001,69.8001,61.1001,32.6,82.8,72.6001,10.1001,10.4,54.3
"2117","1050","3487.5",15.6,35.1,79.5,119.1,108,112.2,129.6,95.1,83.1,103.5,83.1,26.7
"2118","1125","3487.5",6.3,15,47.1,69.3,73.2,117.3,158.4,128.7,88.8,76.2,60,12.9
"2119","1200","3487.5",3.6,7.8,33,54.3,75.3,175.8,217.5,191.1,98.7,49.8,41.4,7.2
"2120","1275","3487.5",9.3,12.9,29.7,49.5,83.1,161.4,183,157.5,95.7,33.9,24.9,9.6
"2121","1350","3487.5",11.1,15.9,25.5,42.3,81.9,144.6,138.3,136.5,79.2,28.2,15.3,10.5
"2122","1425","3487.5",9.3,14.1,20.4,27.9,60,120.9,114.9,110.4,69,24,10.5,9
"2123","1500","3487.5",6,10.5,18.3,22.2,57.9,114.6,128.1,112.5,71.7,26.1,9.9,7.2
"2124","1575","3487.5",3.9,7.5,17.1,23.4,69.6,123.3,148.5,147,88.5,30,11.4,5.7
"2125","1650","3487.5",3,5.1,14.1,30.9,72.6,121.8,157.8,156.6,95.1,28.8,9,3.9
"2126","1725","3487.5",12,15.6,28.8,53.7,76.5,111.6,145.5,126.9,89.4,45.9,22.8,12.9
"2127","1800","3487.5",19.5,23.1,33.6,55.8,70.8,95.7,117.3,101.1,75.3,54,33.3,20.7
"2128","1875","3487.5",11.1,12.9,16.5,26.1,35.7,64.5,66,52.8,39.6,27,17.4,11.7
"2129","1950","3487.5",9.6,10.5,12.9,19.5,27.9,55.8,67.5,42.6,28.5,21.3,15.3,10.8
"2130","2025","3487.5",7.8,8.4,10.5,18.6,24.3,57.3,65.7,44.1,31.2,19.8,12.9,8.4
"2131","2100","3487.5",6,6.9,7.8,13.8,22.8,53.1,69,41.1,27.6,15.6,9.3,6.3
"2132","2175","3487.5",6.3,7.2,8.1,13.8,21.6,47.1,63,44.1,28.8,16.8,9.6,6.6
"2133","2250","3487.5",7.5,8.4,9.6,15.3,22.2,35.4,57.3,49.2,39,22.5,13.5,7.8
"2134","-2700","3600",0,0,0,0,0,0,0,0,0,0,0,0
"2135","-2625","3600",2.7,4.2,3.6,3,3.6,2.4,2.1,1.2,1.2,1.8,2.7,3.6
"2136","-2550","3600",5.1,5.4,4.8,3.3,3.3,2.4,2.1,1.5,1.8,2.7,3.6,5.4
"2137","-2475","3600",4.2,4.8,4.5,3.6,3.3,2.4,2.4,1.8,1.8,2.4,3,4.2
"2138","-2400","3600",3.9,3.3,2.7,2.1,2.4,2.1,2.4,2.4,2.1,2.1,2.4,3.9
"2139","-2325","3600",4.2,3,2.4,2.4,2.7,2.7,3,3.6,3,2.4,3,3.9
"2140","-2250","3600",6.6,5.1,4.5,4.8,5.1,5.7,6.6,7.5,6,4.5,5.1,6
"2141","-2175","3600",6.9,6,7.2,7.5,8.1,9.3,11.4,11.4,9,6.6,5.1,5.7
"2142","-2100","3600",12,15.6,19.2,19.2,19.8,21,24.3,24.6,19.5,14.7,11.7,10.5
"2143","-2025","3600",27.3,35.7,55.5,58.5,63.6,63.3,82.5,79.5,60.6,50.1,28.2,26.7
"2144","-1125","3600",28.2,32.1,25.8,18,13.8,18.3,26.7,27.9,21.3,15,10.8,17.1
"2145","-1050","3600",56.4,51,48.3,33.3,17.7,19.8,29.4,29.7,21,16.5,16.2,28.2
"2146","-975","3600",68.4,59.1,61.8,45.9,15,9.3,14.1,14.4,12.9,12.3,18,27
"2147","-900","3600",88.5,74.7,83.1,55.8,15.6,4.2,6.3,8.1,7.8,7.8,18.6,35.1
"2148","-825","3600",108.6,103.5,93.9,57,17.1,3.6,3,4.5,5.1,6,18.6,45.6
"2149","-750","3600",119.1,120.9,96.9,63.6,14.1,3.9,2.1,2.7,2.4,3.9,18.3,53.7
"2150","-675","3600",120.9,132,105.3,55.2,17.7,5.1,1.5,2.7,1.2,2.4,11.7,42.6
"2151","900.00 3","600.00  1",12.5001,90.5003,9.6004,26.0003,26.7003,65.1002,79.9001,75.2001,28.7001,29.0001,99.8001,56.6
"2152","975.00 3","600",35.7,67.2001,0.5001,31.1001,4.1001,22.1,78.6,65.7,57.6,73.5,83.7,54.3
"2153","1050","3600",20.1,42.3,78.3,105.3,91.2,105.6,100.2,82.2,75.9,87.9,85.2,36.3
