"","lat","lon","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"842","-2400","-787.5",8.4,10.2,17.4,23.7,26.7,26.4,21.6,17.7,22.2,14.1,10.5,9.9
"843","2025","-787.5",39.3,30,41.1,64.8,74.1,40.8,47.4,72,97.8,111,88.5,58.2
"844","2100","-787.5",15.9,12,17.1,26.4,37.8,29.7,34.2,46.5,48.9,51,35.7,24
"845","2175","-787.5",13.2,11.1,15,22.5,40.2,57,87.3,84.3,60,35.7,21.3,16.5
"846","2250","-787.5",6.6,5.7,7.8,12.9,24.3,39.9,53.7,42.6,39.6,24,14.4,10.2
"847","2325","-787.5",6.3,5.4,7.8,12,18,25.8,34.8,29.4,29.4,22.5,15,9.6
"848","2400","-787.5",12,10.5,12.9,18.3,29.1,51.3,74.1,66.9,49.2,39.9,25.5,15.3
"849","-2700","-675",0,0,0,0,0,0,0,0,0,0,0,0
"850","-2625","-675",3,4.5,4.5,3.6,3.6,3.6,3,3,3,3,3,3.6
"851","-2550","-675",3.6,3.3,3.6,3.3,3.9,3.9,3.6,2.7,3.9,3,3,4.5
"852","-2475","-675",4.2,3.6,5.1,7.2,8.7,9.3,8.4,6,7.8,5.1,4.8,6
"853","-2400","-675",8.4,8.1,11.7,17.7,19.5,20.1,16.5,12.9,17.1,10.5,8.7,9.3
"854","-2325","-675",16.2,19.8,31.8,41.7,43.8,39.9,32.7,27.3,31.8,25.2,18.3,16.8
"855","2025","-675",39.6,29.1,38.7,54.9,51.3,22.8,32.4,56.4,74.7,102.6,86.4,57
"856","2100","-675",25.8,18.3,25.8,42.3,47.4,46.5,51.9,60.3,63.6,75.9,57.3,40.8
"857","2175","-675",14.1,11.4,14.1,19.2,28.5,29.1,36.6,46.5,37.8,36.6,25.5,18.3
"858","2250","-675",16.8,14.4,18.3,24.3,38.7,41.7,52.8,68.7,55.8,39.9,27,20.7
"859","2325","-675",10.5,9.3,12.3,19.2,28.8,32.7,43.5,42.6,40.5,33.6,23.4,15
"860","2400","-675",12,10.5,12.9,16.5,27.3,65.1,90.9,57,34.8,36.3,25.5,14.4
"861","-2700","-562.5",0,0,0,0,0,0,0,0,0,0,0,0
"862","-2625","-562.5",2.7,3.6,3.9,3,3.3,3.3,2.7,2.7,2.7,2.4,2.4,3.3
"863","-2550","-562.5",3.6,3.6,3.9,3.6,3.9,3.9,3.6,2.7,3.6,3,3.3,4.5
"864","-2475","-562.5",4.5,3.6,4.2,5.7,6.6,7.5,6.9,4.5,6,4.5,4.5,5.7
"865","-2400","-562.5",9.9,9.9,12.6,17.4,18.9,19.8,16.5,12.6,16.8,11.4,10.5,11.7
"866","-2325","-562.5",16.2,18.3,27.3,37.5,40.5,37.5,31.2,24.3,29.7,24.3,17.4,18.6
"867","2100","-562.5",27.3,19.8,26.4,40.5,36.3,17.4,26.7,47.1,57.6,76.8,62.7,42.6
"868","2175","-562.5",20.4,16.5,21.3,34.8,34.2,42,45.3,56.4,49.2,54.6,42,29.7
"869","2250","-562.5",15,12.9,15.9,23.7,30,64.5,72,56.4,36.9,35.1,28.2,20.4
"870","2325","-562.5",14.1,12,15,21,27.9,34.2,41.1,43.5,35.4,33.9,26.1,17.7
"871","2400","-562.5",10.8,9.6,12,17.1,27,49.8,57,47.4,33.6,35.7,26.1,14.1
"872","-2700","-450",0,0,0,0,0,0,0,0,0,0,0,0
"873","-2625","-450",2.1,3.3,3.6,2.7,3,3,2.4,2.4,2.4,2.4,2.1,3
"874","-2550","-450",4.5,4.5,4.5,3.9,3.9,3.9,3.6,3,3.6,3.3,3.6,5.1
"875","-2475","-450",5.1,3.9,4.5,5.4,6.6,7.2,6.3,4.5,5.7,4.5,4.8,6.3
"876","-2400","-450",9.9,9.9,11.4,14.7,15.3,16.5,13.8,10.2,14.1,10.2,9.9,11.4
"877","-2325","-450",14.1,15,21.3,29.7,32.4,30.9,26.1,18.6,24,19.5,14.4,18
"878","375.00 -","450",0,0.3,0,0.6,0.9,24.3,51.0001,5.6,85.8,34.2,0.6,0
"879","450.00 -","450",0.3,0.3,0.3,0.3,1.5,4.2,6.3,12.9,14.1,9.3,0.3,0
"880","525.00 -","450",0.3,0.3,0.3,0.6,0.9,2.1,1.5,5.4,5.1,6,0.6,0
"881","600.00 -","450",0.3,0.3,0.3,0.6,0.6,2.1,1.2,2.7,3.6,4.5,0.6,0
"882","675.00 -","450",0.3,0.9,0.9,1.2,2.4,2.4,1.2,1.5,1.8,3.3,0.9,0.3
"883","2325","-450",15.6,13.2,16.5,22.2,28.2,19.5,27,39.6,40.2,42,32.1,21
"884","2400","-450",11.1,10.2,13.2,18.3,24.6,24.9,34.8,42.9,35.1,36.6,27.9,16.2
"885","-2700","-337.5",0,0,0,0,0,0,0,0,0,0,0,0
"886","-2625","-337.5",2.7,3.6,3.9,3,3.3,3,2.4,2.4,2.4,2.4,2.4,3.3
"887","-2550","-337.5",3.9,4.2,4.2,3.3,3.6,3.6,3.3,2.7,3.3,3,3.3,4.5
"888","-2475","-337.5",5.4,4.5,4.8,5.1,6,6.3,5.7,4.2,5.1,4.2,4.8,6.3
"889","-2400","-337.5",9,9.3,9.9,11.4,11.4,12.3,10.5,7.8,10.8,8.4,8.7,10.2
"890","-2325","-337.5",11.1,11.7,16.2,23.4,25.2,25.2,21.6,14.7,19.8,15.6,11.4,15.3
"891","-2250","-337.5",15.6,18.9,30,43.5,49.5,42,38.7,27.6,34.2,27.3,15.9,22.8
"892","225.00 -","337.5",19.8,67.2001,6.2001,6.2001,29.9002,14.8002,88.6002,94.6002,45.4001,74.3,74.7,17.4
"893","300.00 -","337.5",1.2,9.9,30,53.4,71.1001,65.6002,63.7002,97.0002,34.0001,37.7,26.4,0.9
"894","375.00 -","337.5",0,0,0.6,3.3,9.3,57.6,93.6001,20.9001,3.5,44.7,2.1,0
"895","450.00 -","337.5",0,0.3,0.3,1.2,1.8,10.2,15,23.7,26.4,11.1,0.3,0
"896","525.00 -","337.5",0.3,0.6,0.9,1.5,2.4,8.7,6.6,12.3,11.7,7.5,0.9,0
"897","600.00 -","337.5",0.6,0.3,0.9,1.8,2.4,9.9,8.1,11.1,10.8,9,0.6,0
"898","675.00 -","337.5",0.6,0.6,0.9,1.8,0.9,5.1,4.8,8.1,7.5,5.1,0.6,0.3
"899","750.00 -","337.5",0.3,0.3,0.6,1.5,0.9,3.6,2.7,4.5,4.5,2.7,0.6,0.3
"900","825.00 -","337.5",0.6,0.6,1.5,1.8,1.5,3.3,2.4,2.7,3.3,2.1,0.6,0.3
"901","-2700","-225",0,0,0,0,0,0,0,0,0,0,0,0
"902","-2625","-225",2.7,3.9,4.2,3,3.3,3,2.7,2.7,2.7,2.7,2.7,3.6
"903","-2550","-225",4.2,4.5,4.5,3.6,3.9,3.6,3.3,2.7,3.3,3.3,3.6,4.8
"904","-2475","-225",4.8,4.5,4.8,4.5,4.8,5.1,4.5,3.6,4.2,3.9,4.5,5.4
"905","-2400","-225",9,9,9.6,10.2,9.9,10.5,9.3,6.9,9.6,7.5,8.1,9.9
"906","-2325","-225",9.6,9.6,12,16.2,18.3,18.3,16.5,10.8,15,11.4,9.3,13.8
"907","-2250","-225",11.1,12.3,18.6,27.3,32.4,28.5,26.1,18,22.8,17.4,11.7,17.7
"908","-2175","-225",28.2,36,50.7,60,72.6,57,53.7,44.4,47.4,42,28.5,35.4
"909","150.00 -","225",29.1,72.3001,23.6001,56.3002,11.2002,65.2002,43.9001,70.4001,61.7001,66.5,92.7,32.4
"910","225.00 -","225",4.8,29.1,84.9,94.2001,4.1001,73.1002,33.4002,35.2002,11.2001,33.2,33,3.6
"911","300.00 -","225",0.6,3,16.8,44.7,64.8001,32.0001,99.8002,36.1001,65,76.8,10.2,0
"912","375.00 -","225",0,0.6,0.9,9.9,21.9,71.1001,5.9001,27.2,84.6,46.2,2.7,0
"913","450.00 -","225",0,0.3,0.6,3,6.9,25.8,31.2,43.8,41.7,18.6,0.6,0
"914","525.00 -","225",0,0.3,0.9,3,6.3,21.3,14.4,15.6,21,12,0.3,0
"915","600.00 -","225",0.3,0.3,0.9,3.3,4.8,18,12.6,13.8,14.7,8.7,0.6,0
"916","675.00 -","225",0.3,0.3,0.9,2.4,3.9,9.9,9.9,11.7,9.3,7.2,0.6,0
"917","750.00 -","225",0.3,0.3,0.9,1.8,2.4,6.6,6.3,7.2,6.6,3.9,0.3,0
"918","825.00 -","225",0.9,0.3,1.8,2.4,2.7,4.8,5.7,6.3,6,3.3,0.6,0.6
"919","900.00 -","225",3,1.8,6,6.6,7.2,10.2,9.9,8.4,10.2,9.6,4.5,3
"920","1125","-225",26.1,16.5,12.6,9.6,9,7.8,2.7,3.9,10.2,19.5,32.7,43.2
"921","1200","-225",77.1,55.2,38.1,29.1,28.5,28.8,17.7,15.3,29.1,45.9,89.1,115.8
"922","1275","-225",121.5,102.3,67.2,41.1,33.9,27,9,11.4,34.8,61.2,120.9,159.6
"923","1575","-225",161.7,144.6,114.3,79.5,59.7,58.8,21.9,49.5,83.1,126,166.5,155.4
"924","1650","-225",142.2,126.3,102.6,75.3,52.8,57.9,30.3,59.4,85.5,120,142.8,125.7
"925","1725","-225",100.8,91.5,80.1,62.4,41.4,38.7,27.9,54.6,69.3,103.8,106.2,89.4
"926","-2700","-112.5",0,0,0,0,0,0,0,0,0,0,0,0
"927","-2625","-112.5",2.7,3.9,4.2,3,3.6,3,2.7,2.7,2.7,2.7,2.7,3.9
"928","-2550","-112.5",5.1,5.4,5.7,4.2,4.5,3.9,3.9,3.3,3.6,3.9,4.2,5.7
"929","-2475","-112.5",4.8,4.8,4.8,4.2,4.5,4.5,4.2,3.3,3.9,3.6,4.2,5.1
"930","-2400","-112.5",5.4,6,6.6,6.6,6.3,6.6,6,4.5,6.3,4.8,4.8,5.7
"931","-2325","-112.5",10.5,10.2,11.1,12.3,15,14.4,13.5,9.3,12.6,9.6,9.6,13.5
"932","-2250","-112.5",11.7,13.8,17.4,21.3,26.1,22.2,21,15,18.3,15.3,12.9,17.7
"933","-2175","-112.5",24.6,32.7,41.1,44.1,58.2,45.9,44.4,36.9,38.1,35.4,26.1,31.2
"934","150.00 -","112.5",15,47.1,81,99.0001,48.5002,14.2001,98.3001,26.3001,34.7001,38.9,74.4,19.2
"935","225.00 -","112.5",2.4,14.1,54.9,76.8,85.2001,27.5001,69.2001,81.8001,80.6001,8.6,22.5,0.9
"936","300.00 -","112.5",0.3,4.8,24,71.1001,7.7001,63.2002,7.6002,78.1001,82.7,80.7,9.6,0
"937","375.00 -","112.5",0,0.6,3.6,23.4,48.9,93.0001,21.8001,47.3,89.7,46.2,2.4,0
"938","450.00 -","112.5",0,0.3,0.6,4.8,18.3,43.2,39.9,48,44.4,20.1,0.6,0
"939","525.00 -","112.5",0,0.3,0.9,3.3,13.8,34.5,22.5,23.1,26.1,14.1,0.3,0
"940","600.00 -","112.5",0,0.6,0.9,3.9,11.1,25.2,16.2,16.2,15.9,8.7,0.3,0
"941","675.00 -","112.5",0,0.3,0.9,3,6.6,17.1,12.3,11.4,11.4,7.2,0.6,0
"942","750.00 -","112.5",0.3,0.3,0.6,3,5.4,10.2,6.6,8.7,7.8,5.7,0.6,0
"943","825.00 -","112.5",0.3,0.3,0.9,3,5.4,8.7,5.4,6.3,6.9,3.3,0.6,0
"944","900.00 -","112.5",4.8,1.5,2.4,4.2,7.5,9.9,8.7,7.5,9.9,7.2,3.3,4.2
"945","975.00 -","112.5",10.5,6.9,9.9,10.8,13.8,21,13.5,11.1,15.3,16.8,12.6,14.1
"946","1125","-112.5",13.8,8.4,9,9,14.1,8.4,2.7,5.7,21.6,30,21.9,21.9
"947","1200","-112.5",36.9,28.8,24.9,22.8,32.1,33.3,24,22.2,39,45.6,53.4,54.6
"948","1275","-112.5",81.3,67.8,51.6,43.8,55.5,59.7,31.5,32.1,61.2,63,84.9,99.9
"949","1500","-112.5",126.3,110.7,75.9,49.5,39.6,39,11.4,20.7,56.1,77.1,126.3,138.9
"950","1575","-112.5",101.7,91.8,68.1,46.8,39.9,46.5,19.2,31.5,57.3,77.7,110.4,107.1
"951","1650","-112.5",103.2,94.8,78,56.4,43.5,47.7,24.6,47.4,76.2,89.7,115.2,103.2
"952","1725","-112.5",87.3,80.4,71.7,56.1,38.4,37.2,25.8,56.1,72.9,91.5,99,83.1
"953","-2700","0",0,0,0,0,0,0,0,0,0,0,0,0
"954","-2625","0",2.7,3.9,3.9,3,3.3,3,2.7,2.7,2.7,2.7,2.7,3.9
"955","-2550","0",5.4,6,6.3,4.8,5.1,4.5,4.2,3.6,3.9,4.2,4.8,6
"956","-2475","0",5.7,6,6,4.8,5.4,4.8,4.5,3.9,4.2,4.2,5.1,6
"957","-2400","0",4.5,4.8,5.4,5.4,5.7,5.4,5.1,3.9,5.1,4.2,3.9,4.8
"958","-2325","0",8.7,9,8.7,8.7,11.1,9.9,9.9,7.5,9.3,7.5,8.1,11.1
"959","-2250","0",13.2,15.9,18.9,18.6,22.5,18,17.1,13.2,15.3,14.4,14.4,17.7
"960","-2175","0",31.5,42,44.7,41.1,56.1,44.7,44.1,37.2,38.1,38.1,32.7,37.5
"961","150","0",7.5,30.9,79.2001,21.8001,97.4002,64.9002,55.3001,68.0002,4.6001,99.2,95.4,12.9
"962","225","0",0.9,11.4,52.8,89.1001,4.1001,47.6001,81.2001,94.7001,95.3001,21.2,22.2,0.9
"963","300","0",0,3.9,20.4,72.0001,8.9001,55.1001,76.7002,61.9001,65,77.4,6.6,0
"964","375","0",0,0.6,5.4,29.4,73.5001,25.7001,32.6001,77.6001,2,45.9,1.5,0
"965","450","0",0,0,0.3,5.1,28.5,56.7,50.1,61.8,46.5,20.4,0.3,0
"966","525","0",0,0.3,0.6,2.4,17.4,37.2,25.8,30.3,25.5,10.5,0.3,0
"967","600","0",0,0.3,0.9,3.3,12.9,29.1,18,18,14.7,7.5,0.3,0
"968","675","0",0,0.3,0.9,3.9,9.6,19.8,12.3,10.5,8.4,7.2,0.3,0
"969","750","0",0,0.3,0.9,3.3,6.9,16.2,6.6,7.5,8.4,6,0.6,0
"970","825","0",0.3,0.3,0.6,3,6.3,12.6,6,6.9,9,6,0.9,0.3
"971","900","0",4.5,1.2,1.2,3.3,6,12,8.1,7.8,8.7,8.1,2.7,4.5
"972","975","0",5.7,6.3,8.7,13.8,22.5,28.2,15,16.5,27.6,23.4,11.1,7.5
"973","1200","0",10.5,9,9.9,14.4,18.6,11.7,5.7,9.9,32.1,36,23.7,17.4
"974","1275","0",19.2,17.1,17.7,18.9,27.6,27.9,20.7,26.7,37.8,38.1,32.1,25.8
"975","1350","0",148.8,126.6,80.1,55.8,54.9,53.4,18.9,29.4,70.8,85.8,130.2,156.9
"976","1425","0",148.8,125.7,79.2,49.8,46.5,49.8,17.1,25.2,62.4,77.1,128.1,157.8
"977","1500","0",109.5,94.2,62.7,39.9,45.6,51.9,15.9,27.3,56.4,65.1,102.9,114.9
"978","1575","0",78,72.3,54.6,36.6,31.2,32.4,11.4,27,52.5,60.9,84,83.4
"979","-2700","112.5",0,0,0,0,0,0,0,0,0,0,0,0
"980","-2625","112.5",2.7,3.6,3.6,2.7,3.3,2.7,2.4,2.7,2.4,2.4,2.7,3.9
"981","-2550","112.5",5.7,6.3,6.6,4.8,5.4,4.5,4.2,3.9,3.9,4.5,4.8,6.6
"982","-2475","112.5",6.3,6.9,6.9,5.4,6,5.1,4.8,4.2,4.5,4.8,5.4,6.6
"983","-2400","112.5",4.8,4.8,5.4,5.4,5.7,5.1,4.8,4.2,4.8,3.9,3.6,4.5
"984","-2325","112.5",8.7,8.7,8.4,7.8,10.2,8.7,8.4,7.5,8.1,7.2,7.8,10.8
"985","-2250","112.5",12.6,15.3,18.6,16.8,20.4,15.6,14.7,12,13.2,12.9,13.8,15.9
"986","-2175","112.5",27.3,36.6,39,34.2,48,38.1,37.2,31.8,32.1,32.4,28.8,31.2
"987","225","112.5",0.6,9.3,55.8001,35.3002,20.8002,79.3003,4.8003,47.7003,5.7001,72.5,29.4,1.2
"988","300","112.5",0,1.8,13.8,66.6001,21.5001,65.3001,81.5002,63.7001,65.9,82.2,5.1,0
"989","375","112.5",0,0.3,2.7,22.2,84.0001,29.3001,41.6001,92,95.4,36.9,0.9,0
"990","450","112.5",0,0.3,0.3,3.9,39.3,64.8,60,79.5,43.5,18,0.3,0
"991","525","112.5",0,0,0.3,2.7,24.3,36.9,26.1,37.2,25.5,10.5,0,0
"992","600","112.5",0,0,0.6,3.3,16.8,27.9,16.8,21,14.7,6.9,0,0
"993","675","112.5",0,0,0.9,5.1,13.2,20.7,10.2,9.6,9,7.5,0.3,0
"994","750","112.5",0,0,0.9,4.2,9.9,13.2,5.7,5.1,6.9,6.3,0.6,0
"995","825","112.5",0.3,0.3,0.6,3.3,6.3,11.7,4.5,4.8,7.2,6,0.6,0.3
"996","900","112.5",0.9,0.3,0.9,4.8,6.6,12.6,5.1,6.6,9.9,9,1.2,1.2
"997","975","112.5",6.3,4.5,4.8,7.2,15.9,19.5,10.2,13.8,24,19.2,7.5,6.6
"998","1050","112.5",18.6,13.5,12.6,11.4,17.1,15.3,6,6.6,21.3,25.8,22.2,23.7
"999","1275","112.5",24.9,18.6,21.6,18.6,23.4,23.1,13.8,24.9,49.2,48.9,40.5,33.6
"1000","1350","112.5",105.6,93.6,64.5,50.1,65.4,72.9,42.9,62.4,96.3,94.5,117,124.5
"1001","1425","112.5",139.5,121.2,81.6,56.7,59.1,64.2,26.7,44.1,82.2,87.6,121.5,143.4
"1002","1500","112.5",105.9,90,61.5,42.3,43.8,44.7,12.9,28.5,55.8,62.4,91.5,100.5
"1003","1800","112.5",126.9,102.3,97.2,90,62.1,58.2,37.5,78.6,99,159.9,146.7,122.4
"1004","-2700","225",0,0,0,0,0,0,0,0,0,0,0,0
"1005","-2625","225",2.7,3.3,3.3,2.4,3,2.7,2.4,2.7,2.4,2.4,2.7,3.9
"1006","-2550","225",5.7,6.3,6.6,4.8,5.4,4.5,4.2,3.9,4.2,4.5,5.1,6.9
"1007","-2475","225",7.2,7.8,7.8,6,6.6,5.7,5.1,4.8,4.8,5.4,6.3,7.5
"1008","-2400","225",5.1,5.1,5.7,5.4,6,5.1,4.8,4.2,4.8,4.2,3.9,5.1
"1009","-2325","225",8.1,8.1,8.4,7.8,9.9,8.1,7.8,7.2,7.5,6.9,7.2,9.6
"1010","-2250","225",12,13.8,16.8,15.3,18.9,14.7,13.5,11.7,12.3,11.7,12.3,14.1
"1011","-2175","225",25.8,34.5,36.6,32.7,46.8,37.2,34.2,30,29.7,29.7,27.6,28.8
"1012","150","225",2.4,9.6,54.6001,45.8002,39.7002,79.3002,95.5002,86.8003,14.1002,25,66.6,3.9
"1013","225","225",0,0.9,13.2,62.7001,29.6001,65.9001,88.4002,50.5002,0.4,99,11.7,0
"1014","300","225",0,0,5.1,45.0001,46.1002,10.6002,27.7002,98.8001,84.8,77.4,3,0
"1015","375","225",0,0,0.9,13.5,71.4001,11.6001,14.9001,57.5,69.6,29.7,0.6,0
"1016","450","225",0,0,0,3,38.1,52.8,45,63.9,35.1,13.8,0,0
"1017","525","225",0,0,0.3,0.9,21.9,30.3,18.9,30,17.4,8.4,0,0
"1018","600","225",0,0,0.3,1.2,13.2,19.5,9.9,13.5,11.4,5.4,0,0
"1019","675","225",0.3,0,0.6,3.6,12.9,18.6,7.5,7.8,12,6.6,0.3,0.3
"1020","750","225",0.9,0.3,1.2,5.1,12,15.9,5.4,6.3,9,9.6,0.9,0.6
"1021","825","225",1.2,0.3,0.9,3.6,6.9,7.5,3,3.9,6.9,6,1.2,0.9
"1022","900","225",1.2,0.6,1.5,5.1,7.2,9,3.3,5.1,12.3,10.8,1.8,1.5
"1023","975","225",3.3,2.1,3.9,7.2,9.6,7.2,1.8,4.5,18.3,18,5.1,4.2
"1024","1050","225",8.4,8.1,12.9,16.2,20.4,11.1,5.1,9.6,46.8,38.7,15.3,9.9
"1025","1275","225",36.9,27.6,30,27.6,35.1,28.5,24,49.8,84.9,75,60,51.6
"1026","1350","225",49.5,47.4,41.4,39.6,59.7,65.1,52.5,75.9,93.6,78,73.8,64.2
"1027","1425","225",113.1,104.7,81.6,72.3,90.6,88.5,47.1,81.6,125.7,105,117.6,119.1
"1028","1500","225",106.8,90.6,66.9,52.2,51.6,48,15.6,37.8,65.1,68.4,87.6,95.4
"1029","1725","225",105.3,93.6,76.2,57.9,43.2,39.9,15.3,40.8,61.8,100.2,118.8,105.9
"1030","1800","225",94.2,78.6,75.6,74.4,67.8,73.8,47.4,74.1,78.9,122.7,121.8,97.8
"1031","1875","225",84.3,66.9,75.9,81.3,83.1,103.5,92.4,109.5,110.1,139.2,110.4,87.6
"1032","1950","225",40.5,32.7,41.4,42,31.5,39,40.5,52.5,60,76.5,51.9,43.5
"1033","2325","225",12.6,12,17.1,23.7,22.5,15.6,25.2,37.5,41.4,38.7,29.4,18.3
"1034","-2700","337.5",0,0,0,0,0,0,0,0,0,0,0,0
"1035","-2625","337.5",3,3.3,3.3,2.4,3,2.7,2.4,2.7,2.4,2.4,2.7,4.2
"1036","-2550","337.5",6,6.3,6.6,4.8,5.7,4.5,4.5,4.2,4.2,4.8,5.1,7.5
"1037","-2475","337.5",8.1,9,8.7,6.9,7.8,6.3,5.7,5.1,5.4,6.6,7.2,8.7
"1038","-2400","337.5",5.7,5.7,6,6,6.6,5.7,5.1,4.5,5.1,4.8,4.8,6.3
"1039","-2325","337.5",7.2,7.5,8.1,7.5,8.7,7.2,6.9,6.3,6.3,6,6.3,8.1
"1040","-2250","337.5",11.4,12.6,14.7,14.4,17.7,13.8,12.6,11.7,11.4,10.8,11.4,12.6
"1041","-2175","337.5",24,32.7,34.2,31.8,45,35.1,30.3,27.9,26.4,26.7,26.1,26.7
"1042","-150","337.5",30,10.5,22.5,159.6,162.3,78.6,24.9,9.9,11.7,18.9,25.5,30.3
"1043","-75","337.5",83.7,67.5,75.9002,10.9002,17.8001,65,71.1,38.7,46.2001,4.1001,32.9001,21.5
"1044","0","337.5",44.4,84.6001,15.8002,8.8002,29.2002,12.7001,67.4001,13.1001,59.6002,67.6002,18.4,87.3
"1045","75","337.5",4.8,20.7,89.1001,68.6002,10.3002,7.9002,3.1001,84.8002,28.6002,53.2001,30.5,13.5
"1046","150","337.5",0,0.9,26.1001,27.2002,8.5002,19.0002,16.6002,22.0002,65.2002,16.6,47.7,0
"1047","225","337.5",0,0,6.3,61.8001,71.3002,20.2002,32.5002,88.6002,58.0001,18.2,9,0
"1048","300","337.5",0,0,0.9,19.5,84.3001,22.1001,46.4002,9.7001,14.6,39,1.5,0
"1049","375","337.5",0,0,0.3,12,69.3001,7.7001,11.3001,50.3,71.1,27,0.6,0
"1050","450","337.5",0,0,0,3,31.2,44.4,37.8,54,23.7,9.6,0,0
"1051","525","337.5",0,0,0,1.5,17.7,21.3,15.3,24.3,10.8,4.5,0,0
"1052","600","337.5",0,0,0,1.2,11.7,12.3,6.3,9,6,3.3,0,0
"1053","675","337.5",0.3,0,0.3,1.2,7.5,10.8,3.9,5.1,5.7,3,0.3,0
"1054","750","337.5",0.9,0.3,0.3,1.8,6.3,7.8,3,2.7,3.6,3.3,0.6,0.6
"1055","825","337.5",1.2,0.6,0.9,2.4,6.3,5.7,2.4,3,6,5.7,1.8,0.9
"1056","900","337.5",1.8,1.2,1.8,4.2,6,4.8,1.2,2.4,10.5,11.7,2.7,1.2
"1057","1350","337.5",25.2,25.8,28.2,30,35.1,33,29.7,36.3,68.7,56.7,45.3,33
"1058","1425","337.5",34.8,37.8,39,42.9,51.6,46.2,32.1,50.1,88.2,65.4,54.9,38.7
"1059","1500","337.5",97.2,87,69.6,63,79.8,72.9,34.2,66,98.7,79.8,92.1,88.8
"1060","1575","337.5",101.7,89.1,64.8,48,44.7,39.9,15,36.9,73.8,65.1,84,89.1
"1061","1650","337.5",94.5,86.4,66.6,43.5,41.7,43.5,17.7,38.4,64.8,70.8,95.4,95.1
"1062","1725","337.5",88.2,81.6,67.5,48.3,53.7,62.1,39,55.5,64.8,86.4,105.6,94.8
"1063","1800","337.5",58.2,55.5,55.2,50.4,58.2,67.2,52.2,61.5,58.8,79.8,85.2,66.6
"1064","1875","337.5",45.3,39.3,46.8,50.4,57.3,75,61.5,69.3,65.1,78,68.1,50.7
"1065","1950","337.5",41.4,32.1,42.6,51.3,48.3,61.8,61.8,76.8,78.9,88.5,62.1,46.5
"1066","2325","337.5",10.8,10.5,15.3,21,21.9,19.8,29.4,36.3,39.9,36.3,26.7,15.9
"1067","2400","337.5",10.2,9.9,12.9,17.7,21,16.8,24.6,33.9,38.7,33.6,24,13.8
"1068","-2700","450",0,0,0,0,0,0,0,0,0,0,0,0
"1069","-2625","450",3,3.3,3.3,2.4,3,2.7,2.4,2.7,2.4,2.4,2.7,4.2
"1070","-2550","450",5.7,6,6.3,4.5,5.7,4.5,4.2,3.9,3.9,4.8,4.8,7.5
"1071","-2475","450",8.4,9.6,9.3,7.5,8.4,6.9,6.3,5.4,5.7,7.2,7.8,9.6
"1072","-2400","450",6.6,6.3,6.6,6.3,7.2,6,5.7,4.8,5.1,5.4,5.7,7.8
"1073","-2325","450",6.6,6.9,7.5,7.2,8.1,7.2,6.3,5.7,5.7,5.7,5.7,7.2
"1074","-2250","450",11.4,12.6,13.8,13.8,16.5,12.9,11.4,11.4,10.8,10.2,11.7,12.6
"1075","-2175","450",24.6,36.3,35.4,34.2,46.2,35.1,29.1,27.9,24.9,26.4,27.6,27.3
"1076","-675","450",16.2,32.1,68.7,36.6,12.9,8.1,3,4.8,3.3,5.4,12.9,19.2
"1077","-600","450",42.6,75.6,101.7,29.4,3.3,3,0.6,0.9,1.5,8.7,24.6,37.5
"1078","-525","450",81,117.3,153.6,50.1,4.5,4.5,1.8,1.8,3.9,26.4,60.9,66.3
"1079","-450","450",65.4,100.2,158.1,78.3,6,3.9,1.5,2.4,14.1,66.6,93.3,66.6
"1080","-375","450",42.6,65.1,147.6,119.7,12.6,5.4,3,5.4,36.9,104.4,98.4,43.5
"1081","-300","450",21.9,33.3,107.4,151.5,27,9.6,5.1,11.7,47.4,76.8,54.3,23.7
"1082","-225","450",36.3,25.2,85.2,189.6,73.5,30.6,13.5,20.7,34.8,63.3,54.9,37.5
"1083","-150","450",59.7,54.9,108.9,241.5,156,89.4,38.7,31.8,53.4,117,134.7,93.6
"1084","-75","450",58.5001,3.8001,71.0002,68.2002,17.8001,97.1001,40.1001,6.8001,82.4002,93.4002,63.7001,15.5
"1085","0","450",8.4,37.2001,15.2002,10.9002,4.3001,92.3001,84.8001,86.9002,46.9002,90.4001,88.4,33
"1086","75","450",0.6,4.2,54.3001,70.1001,92.0001,85.1001,79.7001,99.2002,40.9002,44.8001,7.1,3.9
"1087","150","450",0,0.3,17.4,97.2001,69.5001,68.0001,65.3002,0.7002,46.9001,86.3,37.2,0
"1088","225","450",0,0,5.4,49.2001,51.5001,92.3002,8.5002,72.1002,35.2001,1.7,8.7,0
"1089","300","450",0,0,1.5,19.2,96.0001,49.7001,72.5002,32.8001,37.1,39.3,1.5,0
"1090","375","450",0,0,0.3,9.6,54.9,92.7001,4.4001,39.8,57,19.5,0,0
"1091","450","450",0,0,0,2.1,23.1,33.9,35.1,51.6,16.2,6.6,0,0
"1092","525","450",0,0,0,1.5,13.5,14.7,15,21.6,5.4,3.9,0,0
"1093","600","450",0,0,0,1.8,9.6,8.4,5.7,11.1,4.2,3.6,0,0
"1094","675","450",0,0,0.3,0.9,5.1,6,1.5,2.7,3,2.7,0.3,0
"1095","750","450",0.6,0.3,0.3,1.8,6.3,6.6,1.5,2.4,3.9,4.2,0.6,0.3
