lat,lon,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
76.25,-11.25,14.28,10.86,15.03,23.61,38.61,83.16,75.39,81.21,57.12,34.8,20.94,17.73
76.25,-7.5,14.85,11.04,15.75,23.19,35.67,75.6,69.24,77.4,56.64,37.11,23.1,18.72
76.25,-3.75,16.95,12.57,18.18,26.25,37.77,78,74.22,83.25,62.34,45.69,31.44,22.2
73.75,0,18.69,13.8,21.57,30.69,44.43,99.36,101.19,89.76,62.67,48.39,30.15,24.96
73.75,3.75,15.15,10.62,16.41,21.48,34.47,80.49,82.53,68.13,49.74,36.09,23.19,20.94
73.75,7.5,30.96,20.46,32.19,42.3,49.08,88.89,108.57,96.33,82.89,65.67,46.47,43.71
73.75,11.25,23.4,15.03,22.71,23.46,32.73,54.42,72.63,66.57,59.46,46.14,33.87,34.05
73.75,15,31.47,18.87,27.93,27.21,34.08,52.68,76.14,69.93,65.73,55.05,42.33,43.41
73.75,41.25,22.29,16.38,20.88,23.76,21.84,37.62,43.26,48.75,48.99,42.42,35.82,29.85
73.75,45,28.11,20.85,25.41,31.65,30.12,48.42,56.34,64.2,63.39,55.95,46.59,38.43
73.75,48.75,24.9,20.04,22.47,29.07,27.48,34.71,39.84,55.71,56.61,46.14,40.83,35.25
73.75,52.5,26.79,22.08,24.33,32.97,30.33,34.65,39.81,56.1,60.51,44.52,40.86,35.79
73.75,63.75,23.22,19.47,22.14,33.54,32.43,47.4,50.58,56.31,58.86,38.52,33.27,28.32
73.75,67.5,24.27,20.22,22.86,34.35,40.17,69.42,74.16,64.38,65.13,43.08,34.86,30.42
73.75,71.25,23.94,20.79,23.34,34.47,43.44,71.43,78.27,67.56,70.89,48.75,38.25,32.7
73.75,75,22.71,21.33,24.33,35.34,49.02,86.19,95.61,75.78,78.15,52.05,38.49,31.89
73.75,78.75,19.59,19.44,22.32,32.43,43.5,75.6,83.34,70.71,72.51,45.3,33.51,27.72
73.75,82.5,17.7,18.21,20.94,32.16,39.9,67.8,74.16,66.27,68.19,41.13,30.57,25.65
73.75,86.25,18.48,19.47,22.2,34.59,39.12,60.78,66.09,67.47,72.81,42.36,32.28,27.3
73.75,90,16.47,17.43,18.75,28.41,31.41,37.68,44.73,54.96,67.74,37.86,32.64,26.31
73.75,93.75,18.57,17.73,18.99,29.1,30.93,38.64,45.63,57.57,69.06,41.34,33.93,33.09
73.75,97.5,15.66,16.5,17.82,27.69,29.37,41.49,47.7,54.69,63.33,40.62,34.56,30.57
73.75,101.25,14.67,15.75,18.03,29.19,32.97,63.9,68.73,60.9,55.23,37.95,28.62,23.73
73.75,105,13.86,14.55,16.86,27.93,31.86,69.99,68.7,60.6,50.01,37.86,27.06,21.39
73.75,108.75,13.71,14.16,16.2,27.69,30.15,64.38,59.46,57.99,48,37.71,26.79,21.09
